Run_ID,Training_Time,Gamma,Learning_Rate,Batch_Size,Memory_Size
17,12.127819538116455,0.95,0.001,16,5000
18,12.510516166687012,0.95,0.001,16,5000
19,12.905731678009033,0.95,0.001,16,5000
20,12.311042547225952,0.95,0.001,16,5000
21,12.263824462890625,0.95,0.001,16,5000
22,12.19533395767212,0.95,0.001,16,5000
23,12.142700672149658,0.95,0.001,16,5000
24,12.13081979751587,0.95,0.001,16,5000
25,12.673589944839478,0.95,0.001,16,5000
26,12.849196672439575,0.95,0.001,16,5000
27,12.604225397109985,0.95,0.001,16,5000
28,12.457505702972412,0.95,0.001,16,5000
29,12.24803638458252,0.95,0.001,16,5000
30,13.007585763931274,0.95,0.001,16,5000
31,12.255624055862427,0.95,0.001,16,5000
32,12.010881185531616,0.95,0.001,16,5000
33,11.667580127716064,0.95,0.001,16,5000
34,13.49943208694458,0.95,0.001,16,5000
35,13.942989587783813,0.95,0.001,16,5000
36,14.094046592712402,0.95,0.001,16,5000
37,12.28917121887207,0.95,0.001,16,5000
38,10.976133823394775,0.95,0.001,16,5000
39,10.114083051681519,0.95,0.001,16,5000
40,10.529905080795288,0.95,0.001,16,5000
41,10.181078672409058,0.95,0.001,16,5000
42,10.167471170425415,0.95,0.001,16,5000
43,10.215312004089355,0.95,0.001,16,5000
44,10.225342273712158,0.95,0.001,16,5000
45,10.523232698440552,0.95,0.001,16,5000
46,10.411846399307251,0.95,0.001,16,5000
47,10.125757217407227,0.95,0.001,16,5000
48,10.177907228469849,0.95,0.001,16,5000
49,10.170056104660034,0.95,0.001,16,5000
50,10.231329917907715,0.95,0.001,16,5000
51,10.1837477684021,0.95,0.001,16,5000
52,10.293955564498901,0.95,0.001,16,5000
53,10.140649557113647,0.95,0.001,16,5000
54,10.103134155273438,0.95,0.001,16,5000
55,10.10623550415039,0.95,0.001,16,5000
56,10.132498979568481,0.95,0.001,16,5000
57,10.170111894607544,0.95,0.001,16,5000
58,10.226407766342163,0.95,0.001,16,5000
59,10.114654302597046,0.95,0.001,16,5000
60,10.102975606918335,0.95,0.001,16,5000
61,10.197629451751709,0.95,0.001,16,5000
62,10.095738887786865,0.95,0.001,16,5000
63,10.113409042358398,0.95,0.001,16,5000
64,10.280942916870117,0.95,0.001,16,5000
65,10.055965662002563,0.95,0.001,16,5000
66,10.175127744674683,0.95,0.001,16,5000
67,10.18208384513855,0.95,0.001,16,5000
68,10.12741470336914,0.95,0.001,16,5000
69,10.255164861679077,0.95,0.001,16,5000
70,10.357938051223755,0.95,0.001,16,5000
71,10.125074625015259,0.95,0.001,16,5000
72,10.16133165359497,0.95,0.001,16,5000
73,10.23465609550476,0.95,0.001,16,5000
74,10.132058143615723,0.95,0.001,16,5000
75,11.544064998626709,0.95,0.001,16,5000
76,13.15327501296997,0.95,0.001,16,5000
77,11.746534585952759,0.95,0.001,16,5000
78,11.83653473854065,0.95,0.001,16,5000
79,11.740846633911133,0.95,0.001,16,5000
80,12.165236711502075,0.95,0.001,16,5000
81,11.830644607543945,0.95,0.001,16,5000
82,12.836721420288086,0.95,0.001,16,5000
83,12.100406169891357,0.95,0.001,16,5000
84,13.43006706237793,0.95,0.001,16,5000
85,14.077592849731445,0.95,0.001,16,5000
86,12.42063283920288,0.95,0.001,16,5000
87,12.665802955627441,0.95,0.001,16,5000
88,13.204430103302002,0.95,0.001,16,5000
89,13.262727975845337,0.95,0.001,16,5000
90,13.173562288284302,0.95,0.001,16,5000
91,11.467331409454346,0.95,0.001,16,5000
92,13.709007978439331,0.95,0.001,16,5000
93,13.165047407150269,0.95,0.001,16,5000
94,15.219082355499268,0.95,0.001,16,5000
95,12.417550563812256,0.95,0.001,16,5000
96,12.535774230957031,0.95,0.001,16,5000
97,13.033177137374878,0.95,0.001,16,5000
98,13.596313238143921,0.95,0.001,16,5000
99,13.404831409454346,0.95,0.001,16,5000
100,11.984737157821655,0.95,0.001,16,5000
Average,11.685784809677688,0.95,0.001,16,5000
