Run_ID,Training_Time,Gamma,Learning_Rate,Batch_Size,Memory_Size
9,12.572136163711548,0.99,0.001,16,5000
10,13.593615293502808,0.99,0.001,16,5000
11,13.519519567489624,0.99,0.001,16,5000
12,13.084255695343018,0.99,0.001,16,5000
13,12.497800350189209,0.99,0.001,16,5000
14,12.64760446548462,0.99,0.001,16,5000
15,13.775620698928833,0.99,0.001,16,5000
16,14.390399932861328,0.99,0.001,16,5000
17,13.273061990737915,0.99,0.001,16,5000
18,13.516425848007202,0.99,0.001,16,5000
19,14.973229169845581,0.99,0.001,16,5000
20,13.198836088180542,0.99,0.001,16,5000
21,13.990185737609863,0.99,0.001,16,5000
22,13.1402907371521,0.99,0.001,16,5000
23,13.942375898361206,0.99,0.001,16,5000
24,13.277956008911133,0.99,0.001,16,5000
25,12.94777226448059,0.99,0.001,16,5000
26,12.578658103942871,0.99,0.001,16,5000
27,13.82458233833313,0.99,0.001,16,5000
28,13.926125049591064,0.99,0.001,16,5000
29,12.538562297821045,0.99,0.001,16,5000
30,13.908958435058594,0.99,0.001,16,5000
31,16.941723346710205,0.99,0.001,16,5000
32,12.60502552986145,0.99,0.001,16,5000
33,12.012738227844238,0.99,0.001,16,5000
34,12.004496335983276,0.99,0.001,16,5000
35,12.640907526016235,0.99,0.001,16,5000
36,12.605454921722412,0.99,0.001,16,5000
37,13.037119626998901,0.99,0.001,16,5000
38,12.769770622253418,0.99,0.001,16,5000
39,12.963167428970337,0.99,0.001,16,5000
40,14.61660122871399,0.99,0.001,16,5000
41,13.267481803894043,0.99,0.001,16,5000
42,13.491242170333862,0.99,0.001,16,5000
43,14.37670636177063,0.99,0.001,16,5000
44,13.379016876220703,0.99,0.001,16,5000
45,13.46925687789917,0.99,0.001,16,5000
46,15.495153427124023,0.99,0.001,16,5000
47,13.050421714782715,0.99,0.001,16,5000
48,15.087021350860596,0.99,0.001,16,5000
49,12.952552318572998,0.99,0.001,16,5000
50,12.276618242263794,0.99,0.001,16,5000
51,11.843233585357666,0.99,0.001,16,5000
52,11.637824773788452,0.99,0.001,16,5000
53,11.852434158325195,0.99,0.001,16,5000
54,11.495452880859375,0.99,0.001,16,5000
55,11.525291442871094,0.99,0.001,16,5000
56,11.876212120056152,0.99,0.001,16,5000
57,11.732422351837158,0.99,0.001,16,5000
58,12.307169437408447,0.99,0.001,16,5000
59,12.685978174209595,0.99,0.001,16,5000
60,12.429512023925781,0.99,0.001,16,5000
61,13.078252077102661,0.99,0.001,16,5000
62,13.697231531143188,0.99,0.001,16,5000
63,14.282464027404785,0.99,0.001,16,5000
64,13.665385723114014,0.99,0.001,16,5000
65,12.705243587493896,0.99,0.001,16,5000
66,13.900246143341064,0.99,0.001,16,5000
67,12.52504301071167,0.99,0.001,16,5000
68,12.681570768356323,0.99,0.001,16,5000
69,13.784093379974365,0.99,0.001,16,5000
70,12.892358303070068,0.99,0.001,16,5000
71,13.732309103012085,0.99,0.001,16,5000
72,13.833665370941162,0.99,0.001,16,5000
73,13.115020275115967,0.99,0.001,16,5000
74,14.17311143875122,0.99,0.001,16,5000
75,13.689187288284302,0.99,0.001,16,5000
76,11.905240535736084,0.99,0.001,16,5000
77,12.903605461120605,0.99,0.001,16,5000
78,13.019737243652344,0.99,0.001,16,5000
79,13.576225519180298,0.99,0.001,16,5000
80,12.899825096130371,0.99,0.001,16,5000
81,12.981328010559082,0.99,0.001,16,5000
82,14.281100749969482,0.99,0.001,16,5000
83,14.318729162216187,0.99,0.001,16,5000
84,13.501627206802368,0.99,0.001,16,5000
85,13.280973196029663,0.99,0.001,16,5000
86,12.678945541381836,0.99,0.001,16,5000
87,12.702854871749878,0.99,0.001,16,5000
88,12.103874444961548,0.99,0.001,16,5000
89,13.851332187652588,0.99,0.001,16,5000
90,13.508362293243408,0.99,0.001,16,5000
91,13.83870005607605,0.99,0.001,16,5000
92,13.230494499206543,0.99,0.001,16,5000
93,12.21145749092102,0.99,0.001,16,5000
94,12.450723648071289,0.99,0.001,16,5000
95,12.280366659164429,0.99,0.001,16,5000
96,12.578978776931763,0.99,0.001,16,5000
97,13.046658277511597,0.99,0.001,16,5000
98,13.478478908538818,0.99,0.001,16,5000
99,13.778175115585327,0.99,0.001,16,5000
100,12.82381796836853,0.99,0.001,16,5000
Average,12.927998307899193,0.99,0.001,16,5000
